,id,prediction
357,1172,510.61073255013525
358,437,3144.994495168478
359,529,2482.873910413587
360,674,1827.2109134691605
361,1159,1697.8288244729788
362,1231,1055.3165438624997
363,1479,698.1427426176219
364,141,1052.6361028564293
365,1538,2394.846717295914
366,262,2058.1807732899447
367,221,1302.3819163466019
368,1157,2362.0325615206934
369,628,2621.964113634725
370,1235,3547.886186369115
371,940,1277.2655144049536
372,1271,800.9385047327946
373,584,3831.009031741641
374,609,3791.15823288239
375,963,1545.4150898027024
376,561,3910.4183008715595
377,775,2065.6599565214606
378,898,2132.9978956183263
379,729,3378.9045240706278
380,1072,2013.3879541630936
381,1173,2491.0106916018444
382,29,1097.9761236883865
383,1041,-607.3402612514396
384,289,1705.3689538108124
385,639,-11.405791578280969
386,1416,1434.5164373305483
387,627,2705.431643489827
388,1401,2302.028092764777
389,976,1389.420904766555
390,1242,2848.4941048462783
391,756,3764.8291546279465
392,1389,2009.9872923291919
393,1064,1496.689889598129
394,737,1749.6385557750314
395,556,2369.74712199163
396,680,1661.611645678106
397,645,1864.9396696857962
398,1238,3140.472408712117
399,1254,2282.453997898722
400,297,1911.4994612203423
401,1358,440.37926494335943
402,490,2921.035600241678
403,949,214.5277530937842
404,1475,2581.1384065641046
405,932,2629.9352631269317
406,944,1197.146230024266
407,918,2997.812122038585
408,718,1407.497731158875
409,1487,651.8394584653438
410,1462,3387.7965780365116
411,1413,3287.6831603723035
412,964,915.793912002197
413,918,3431.0458267317895
414,320,1756.7164786831931
415,1360,405.72677502927627
416,416,3772.5331241867802
417,67,239.73477430567164
418,697,2428.773452504915
419,284,4111.008978584347
420,239,1635.860487127838
421,454,2047.9103352932684
422,1032,935.6286560699114
423,398,1570.0370083758712
424,885,2014.5031180562414
425,1374,4381.544923280206
426,26,3292.1053008186313
427,30,1604.6689559119054
428,1371,3922.894104378973
429,746,645.4390406710522
430,668,1849.084037061582
431,1249,2511.9053713364415
432,344,1256.2568269309909
433,506,1653.7606342679087
434,799,3428.5010569516267
435,631,4811.313615725767
436,694,-244.1316164197401
437,639,1060.3820569317336
438,814,3339.235844907364
439,1193,3144.2995026861886
440,811,1828.1349851908658
441,1064,3209.9359916617254
442,719,1105.1278077097745
443,525,2181.110492944766
444,875,3300.0436511167086
445,993,1577.1030806314152
446,1008,2274.148741263571
447,652,3795.5836674986017
448,1390,4335.707006835632
449,661,2704.549455690753
450,1177,734.7774036706219
451,1059,203.1770842214205
452,284,2684.9732143706965
453,1025,1630.0198370841285
454,77,2798.7331725390227
455,655,1048.4465891400937
456,382,2428.3471590544846
457,994,1086.5662970092303
458,230,3926.833234390931
459,1016,2025.5534562213193
460,809,2172.8335372586976
461,1254,1551.296960501702
462,459,1416.917931262415
463,626,2784.298949138671
464,1433,4296.63890748594
465,1413,1620.9041512766048
466,630,1173.347978758396
467,1364,363.58233404842713
468,540,3723.9138546649515
469,765,1360.8628391198067
470,785,4363.539958222995
471,779,2178.99504094931
472,992,2296.5390464124325
473,444,-1056.5635330952177
474,1030,-877.7593325374341
475,625,909.470511272481
476,855,3012.142109435405
477,1039,3517.221757246804
478,987,-48.76526899280725
479,774,2602.182777256445
480,1107,3523.194331906438
481,1471,1881.1893549484535
482,1199,2849.852789606852
483,203,4023.9163298003946
484,332,3257.016792999469
485,806,1591.8080394598587
486,180,3762.5890903618533
487,1216,2700.4476316160913
488,1278,3931.138083481747
489,1497,1186.5748792859072
490,1258,2975.4005532631486
491,1189,4036.1502505032345
492,1275,2866.104915822532
493,644,1092.6927796347777
494,580,927.4599564282339
495,194,3357.040524785459
496,943,1424.95343531941
497,1475,4019.5003207875357
498,1125,3198.8384850053903
499,556,2249.892230445857
500,0,2218.068055406314
501,715,1504.6689268055293
502,349,1160.873550280579
503,1325,3656.4006025853973
504,1012,311.3923263951806
505,223,3721.6633881580797
506,251,155.027434355889
507,289,1684.6982268402521
508,864,3159.7340125205515
509,79,3463.627818466713
510,409,3780.185414914454
511,969,3686.5002564285146
512,292,-310.43585305170564
513,1431,1508.4396720461468
514,865,3100.8079612648985
515,1142,2539.6435189726776
516,270,445.64970456451965
517,780,3486.890826241394
518,583,2497.3855789547465
519,631,2141.0833315899877
520,183,1665.0765974156843
521,1223,1251.4580049326728
522,912,509.75345935705263
523,10,2372.7606829165193
524,825,4745.844698545025
525,768,5122.413771970212
526,339,2254.8016049669054
527,68,2144.791434928779
528,916,1806.250109525297
529,281,2478.0554751753557
530,844,1399.1200909994345
531,1109,2688.6511979295615
532,816,1116.135789529752
533,183,1394.8155818397677
534,956,2473.9693235432173
535,366,2812.9821351066353
536,822,1876.5941262440242
537,1174,3730.3666262874453
538,1060,1792.2948608886222
539,570,3257.0948092863114
540,684,2767.9330905567117
541,616,1417.808644070638
542,757,1718.4445155672925
543,225,-222.50739331873
544,1442,4367.335817279094
545,735,5280.62299188434
546,1130,2925.944184293556
547,727,1590.1440580282429
548,660,3833.988977308751
549,378,4566.18455153859
550,876,765.910831022497
551,1386,1436.7535702833188
552,568,1393.305521025612
553,38,3745.746763353875
554,449,3012.320197597837
555,766,1996.1218762137273
556,98,3503.4444391707534
557,1481,1179.2435315866546
558,339,2993.1300497721127
559,466,3481.1482841946286
560,1327,2476.72544974163
561,953,1238.0634676585191
562,19,4072.906299919939
563,1054,2874.5387890142415
564,738,3367.9622115550414
565,429,3381.083911271214
566,819,4009.558769050484
567,1425,2393.053639566448
568,374,2070.342537565272
569,107,2768.721767927965
570,73,1408.0451849730403
571,955,2339.8512207977305
572,302,2054.893276452824
573,754,2223.3082840068196
574,641,3074.8343640511007
575,714,-140.06717281598003
576,1082,12.936564148677917
577,1172,959.1828096044833
578,195,2131.255598522945
579,636,1701.4456496980088
580,1329,2583.788552566049
581,1066,1098.3889026101674
582,1143,3892.624363162518
583,1504,2977.8980723301124
584,1126,1179.7571793304783
585,124,3070.8804483841236
586,172,3798.9251040687827
587,841,523.2716937482583
588,1237,3077.6068948176576
589,394,2195.724340112019
590,555,3784.102159154924
591,1045,1359.6169588967546
592,659,2510.8345050543553
593,737,3479.570975844303
594,487,2888.2356465967555
595,141,444.6465325581171
596,186,1704.5439985222079
597,194,1670.7520930725545
598,1414,3231.668543192624
599,803,2949.8170344987916
600,497,3260.495363620655
601,1236,3278.8100786992113
602,1209,2967.4633691023614
603,1156,2148.034422515098
604,1316,1764.926338343144
605,79,4875.703454278755
606,791,1762.7181487143703
607,1069,1100.388752131726
608,979,584.5621664958317
609,835,1082.3614670410575
610,803,980.601924525075
611,890,1808.5188796300931
612,1077,3864.901270499657
613,1114,4296.518851875619
614,1425,2146.873483462496
615,1092,758.0440373052147
616,1400,1903.597565668329
617,662,1108.3933474866521
618,1370,1948.1141012100802
619,813,563.1404471039737
620,281,1338.4824208800342
621,886,-55.83218444228942
622,974,1846.7127732071817
623,498,2213.53828768046
624,63,3062.453410788153
625,1129,1967.8895376142796
626,1430,1105.6657816133843
627,233,3108.987028942854
628,198,1787.6305389446902
629,1423,548.993837264044
630,509,1861.521350988383
631,410,1798.409772978544
632,1263,1134.8661811717088
633,622,1577.0228577962976
634,1076,1778.1788297492353
635,213,-126.4706978937279
636,129,1842.6027132607192
637,380,2488.382317976169
638,435,1392.2032008942265
639,1448,3816.72692323857
640,68,1176.3620328886232
641,95,2119.198937279943
642,92,4232.042360068257
643,1167,2488.0243897605455
644,788,1707.382247732426
645,1227,2285.534760831222
646,372,2146.3282523876364
647,148,2949.5448273657917
648,408,1052.3330268606946
649,336,1839.3185950122156
650,1456,2555.150694064668
651,1033,3746.836220436248
652,143,2394.304218185655
653,1373,2315.5926849341026
654,821,3130.110537219482
655,1279,3712.880483264528
656,134,530.9073341161388
657,1145,459.6073650815065
658,1031,4145.343805322464
659,1255,4165.769255376506
660,1105,3210.658537306507
661,1110,2637.226568059686
662,24,3306.4703257054202
663,295,3515.477679986932
664,1084,462.7078941787072
665,523,1269.378926288056
666,1049,2268.6088268462695
667,1085,1625.3833781351336
668,449,2553.7095509586275
669,1468,3425.1416734674253
670,677,262.2198858310471
671,579,4305.178701939934
672,470,3455.3101587175447
673,736,2313.4691738731294
674,973,-1060.6300038962386
675,1431,1763.8549746953863
676,1161,1533.5675175299543
677,732,1043.8239216860152
678,1398,2223.5071898080955
679,564,2364.428950044387
680,251,2060.9181463656855
681,526,5580.41996421492
682,1478,1555.468631333431
683,1325,2408.4703966347065
684,1006,3089.026130719854
685,861,2954.849100216036
686,268,1973.3197481260472
687,960,2605.0606999602164
688,1136,3383.746188509828
689,1524,-984.0692075113025
690,1363,5477.815409110981
691,294,974.4143696188589
692,1401,1953.8888600822816
693,1522,2647.0544793083695
694,1003,1084.077899204001
695,784,1624.3109107365012
696,805,3839.8054037517354
697,242,682.1617588670128
698,1160,2445.3749442963876
699,789,2492.401768274193
700,1027,3407.6661237857065
701,506,1492.470393180844
702,6,2001.423738987704
703,570,2251.0672360956264
704,1196,2464.8996945289914
705,208,3003.5329980488737
706,937,106.32071491844818
707,1027,3223.3101379630493
708,1393,3494.5507452888282
709,272,2791.1458534891585
710,768,4161.546606846014
711,975,2391.583313469137
712,1520,3019.9669992258173
713,1281,300.8906694521911
714,1062,1535.4415319432387
715,1488,2018.289054391074
716,1291,2229.466915112757
717,1050,174.05178958881743
718,189,2553.718428899489
719,1454,741.6819941782419
720,547,1906.1063113858158
721,1442,2394.492311559133
722,1203,534.2513964882978
723,1078,1992.537111431951
724,286,4193.810621193499
725,1088,2577.204182070402
726,75,1137.798797291323
727,902,1404.3696677918329
728,990,4498.527434092655
729,1309,2493.16188122865
730,455,1673.6403739014718
731,1426,1919.6466664224067
732,458,3365.0756292380934
733,39,881.055433621887
734,1029,2837.7958041520483
735,1340,2284.612033506414
736,648,3637.9225171516005
737,804,1164.8396496407254
738,770,3213.911859992901
739,895,2139.597790964202
740,1340,1953.765503853048
741,298,1491.7050136766698
742,1173,2907.9437728598027
743,1000,2379.5447842668195
744,109,3238.3685936142924
745,1369,1762.7762746685034
746,660,3503.9121494403303
747,1305,3305.5666159163006
748,540,3644.269306962024
749,944,596.5352100883606
750,1279,5122.967256984994
751,728,3465.508999763479
752,992,2551.717404864527
753,59,453.2961313188407
754,982,2310.4601024361705
755,1175,3232.927030663665
756,1436,1714.7075484005331
757,1539,2345.7916711946305
758,118,1994.6280168313638
759,467,1567.3927866453419
760,1198,3597.2643086517787
761,10,1762.717309766394
762,1498,2597.6600369014463
763,831,1773.7984147659804
764,1228,3425.4417047804222
765,751,1486.3799611597128
766,1110,4295.1943785374515
767,905,2177.3929399796566
768,1313,2018.0936125056592
769,552,2981.7420950926075
770,460,1706.5913608621172
771,87,3949.641027767421
772,184,2671.425671460977
773,923,-939.2434021662771
774,338,1374.6086760261464
775,480,2396.7640779218095
776,208,3504.385720990465
777,1015,2496.6089244789505
778,724,2400.8548508696726
779,296,3998.285011717188
780,531,2262.9922095195056
781,1236,1598.91442455462
782,137,801.11879220338
783,7,759.3381025912054
784,828,3186.0630746572983
785,1297,2228.1840964149274
786,699,1303.5863964881178
787,1295,3725.946822285489
788,783,218.30378846799022
789,1154,1704.1343960451545
790,865,2512.767426389772
791,406,4344.5097882540285
792,804,1279.80875954855
793,192,3562.9456776427137
794,720,2230.4764598392253
795,316,1943.7164994324426
796,674,3156.3517693511353
797,866,578.2733524169985
798,1260,3321.6746057575206
799,729,1827.161065877594
800,270,1617.1535720419238
801,1390,2653.560703237544
802,580,3035.8825041994055
803,151,248.03794202433664
804,182,1446.0278999179159
805,249,2589.19111564651
806,328,2884.8154879568233
807,290,2933.446082193143
808,1255,3113.132921335558
809,560,2261.859052655502
810,10,1925.2306497088061
811,1433,3218.253173855381
812,1127,1830.3611868425846
813,358,1782.526243773878
814,1227,2247.6028151800633
815,282,3273.646959528412
816,722,2306.045865181454
817,496,3394.9547371221174
818,722,2643.268131015406
819,1110,2633.861142344758
820,1353,-884.6728063889545
821,378,3806.899812191999
822,993,273.27288705817637
823,1342,2150.1187612947056
824,13,2619.9563229578484
825,12,961.0342870595364
826,1005,2080.825487622726
827,980,2704.4465751504035
828,1430,645.3373460051162
829,217,1315.3759534650276
830,342,1113.1948612539513
831,65,-742.7002205999875
832,188,3651.882223246896
833,998,1771.3827603089107
834,632,1771.74689754341
835,637,3006.8868226656355
836,843,2868.542749790931
837,627,2787.4778721534644
838,803,2867.912103257149
839,69,1313.6292309694659
840,616,4087.7281788895802
841,601,1397.0065036666333
842,1459,975.8696145711597
843,119,825.5078290194256
844,1138,2350.359380949752
845,109,1959.8016578669763
846,996,2506.7759587495752
847,1163,715.4837879296579
848,1403,2437.2011159980616
849,1390,3326.6100973879525
850,782,3419.23861444529
851,1115,3568.149858139793
852,1357,5357.146007128582
853,402,3047.8834876744327
854,56,274.42446184737946
855,1165,4571.126800859793
856,765,1260.87373352045
857,1006,2487.0886952199867
858,1273,1202.6015724329504
859,96,3170.6544828772817
860,864,2049.302883606874
861,615,4933.59384011962
862,760,1897.1166052549002
863,971,937.0473366783995
864,433,1366.6956590730438
865,34,1583.8447790961986
866,1371,5273.456559907183
867,828,2795.3780287473405
868,1508,1726.7652881303889
869,691,3736.488694077763
870,1384,2548.258465956946
871,1035,1041.5058937055232
872,390,754.3498467624727
873,1298,2958.7838318082263
874,145,1933.0390731024531
875,116,-868.8269144879991
876,831,1890.1890485706922
877,1104,1701.4758744891637
878,877,1143.627514705238
879,1075,523.4276810669039
880,976,1018.3575359449437
881,158,4359.612496589125
882,463,3269.9521596198106
883,1085,2063.5877683241965
884,493,4145.308676261671
885,958,3463.4081226243948
886,376,2995.5428094432104
887,991,2526.3945528228573
888,330,936.7687888132718
889,568,2944.258088130699
890,408,1021.9280531139916
891,275,1365.905862517367
892,596,1128.1857712169099
893,738,2794.0325755588997
894,1069,1487.44963591622
895,1107,3256.587250585096
896,809,3885.9832663833727
897,950,1791.7303353025877
898,315,1615.0515470187315
899,1386,2191.704501062098
900,187,1093.0378585061421
901,1240,1452.365994050731
902,345,2460.2440771458755
903,1538,744.4414040746683
904,229,2678.7953409950774
905,161,3052.644848978031
906,287,1777.255485154476
907,590,1119.3640418924783
908,1413,3188.448229036085
909,528,252.05565801806824
910,821,2350.9042935940292
911,1304,-775.7493524262168
912,552,2465.5173749924647
913,1453,1797.6066439407637
914,269,2427.6704794458306
915,1260,2607.8397019552053
916,847,2252.7387435277647
917,1380,2158.2666299003545
918,378,5617.37502079415
919,1122,1901.8546658042037
920,314,2966.927942018848
921,1127,1294.6698236763655
922,1286,2357.1316898362506
923,1003,2797.4647596109558
924,482,709.4183976963427
925,1386,1696.7886960472183
926,294,2726.6180812382586
927,486,3333.753845055024
928,1382,2422.3240354569966
929,417,2269.456595584083
930,8,-695.3602209179885
931,199,5427.025108037073
932,1253,3786.6289880836816
933,360,2186.963174131781
934,833,4228.7855956927415
935,465,2066.6147250067193
936,1389,457.3725437619537
937,363,2143.675914045191
938,521,292.8064700988757
939,623,3494.8079385105707
940,235,4483.601642499358
941,1514,1747.0039594963978
942,1385,2884.5799446462693
943,1488,823.7868068014536
944,810,1060.26115576645
945,455,85.53785329037828
946,431,540.7256015980415
947,1281,694.0677413820326
948,243,1895.3580097278395
949,23,2166.400571471019
950,931,3711.403439200533
951,835,4046.3313418929733
952,939,1079.7997436253531
953,1034,2685.2154283428094
954,1196,671.8651533788543
955,212,1099.2949758317213
956,114,2143.9248036280337
957,5,2421.5412813274856
958,531,838.7778328564823
959,803,2096.5788573116038
960,737,1588.2948519825036
961,1021,3967.0713215369474
962,1462,3061.628587748584
963,689,2414.5918820991988
964,905,2630.823067940281
965,653,2216.3357491155125
966,1025,2259.17104119452
967,1176,3628.45277317257
968,62,2341.7930746276156
969,304,87.37299944480537
970,1366,4301.500247578508
971,1382,1850.0508485580035
972,365,4500.938394123095
973,328,2292.2089667890436
974,783,354.7430620556238
975,860,2612.578606300704
976,1084,2093.7295499638035
977,521,1898.48223179966
978,1309,2336.557085303061
979,320,1506.2111797838147
980,1291,2502.1594959202516
981,73,1667.22836403256
982,1187,2635.1830679039736
983,1474,3779.20499982112
984,1228,3004.930231791613
985,597,1242.8917403545179
986,1225,2674.9624672419045
987,823,337.4263827245113
988,1405,1651.8883251235452
989,1277,3621.7483314882743
990,542,1393.0553466311353
991,765,1434.7680017317193
992,1024,2183.1103428770707
993,295,3221.52808893072
994,35,4840.311797632317
995,570,3492.084717006265
996,145,2143.4296609133194
997,643,2055.6801843768967
998,352,1824.3325558933443
999,630,1452.4609981167937
1000,1443,3360.2023553502963
1001,788,3159.610918643811
1002,957,3337.9999819692844
1003,991,4166.397568304164
1004,1422,1257.460665672193
1005,392,3055.2168571466104
1006,519,2778.7486258414524
1007,754,1818.3962315450221
1008,524,3046.56608200255
1009,1279,3477.7534832386887
1010,1539,1931.319355166202
1011,560,1220.8132435237262
1012,1000,2168.3623246884513
1013,260,1168.6053590601728
1014,1456,888.3612283288089
1015,1396,1395.9409621401041
1016,225,711.534254855866
1017,393,2820.1849124639025
1018,833,2421.499067149501
1019,1476,3423.113161034749
1020,1132,4970.293262996529
1021,869,1797.5559227591634
1022,1537,3372.791677283493
1023,216,1050.848875929833
1024,732,364.5042020006017
1025,739,812.567090584585
1026,881,4496.6109179207215
1027,853,2977.764110122495
1028,90,2479.1555302190786
1029,996,3457.330840898127
1030,333,444.5312188789853
1031,1478,2267.0442434924594
1032,107,3409.2759156002307
1033,571,1376.6012758195016
1034,816,1443.0854791269126
1035,697,5032.676554020278
1036,566,4457.754163290863
1037,197,1668.2056599317707
1038,932,4494.357454479701
1039,521,1952.1756187788073
1040,250,3029.2974964625705
1041,1438,3038.650508208038
1042,728,1377.0867712497525
1043,196,4949.045697878157
1044,1051,2046.8880477912994
1045,1071,2314.938087677166
1046,1342,421.29980577353626
1047,261,1536.9799208656327
1048,323,3053.269405076015
1049,411,2603.9697755925476
1050,382,604.1132364682203
1051,874,2644.6647639690923
1052,906,1386.1224527408463
1053,162,3182.502879850724
1054,630,1784.8698871791344
1055,602,1972.6247951409127
1056,1245,2905.880240818967
1057,1183,2653.7854825475847
1058,715,3044.897911609644
1059,811,1788.6372213348036
1060,156,2471.586323379011
1061,584,2396.1661875286695
1062,617,3762.874046417735
1063,1362,416.7807608339399
1064,110,-870.1324255687773
1065,1293,5408.160870367681
1066,413,911.348264418943
1067,87,3507.04056784075
1068,555,3589.66552941274
1069,1281,-598.5589584246718
1070,691,2784.2694580280336
1071,554,1894.6848935329576
1072,942,2242.479143476837
1073,299,2128.9288678968974
1074,155,3826.200482345604
1075,583,3882.2658326002634
1076,1378,1029.5833843524265
1077,287,1996.3782880747463
1078,174,1495.9441055352604
1079,600,1267.989700423113
